127,36,0
127,37,0
127,38,0
127,39,0
127,40,0
127,41,0
127,42,0
127,43,0
127,44,0
127,45,0
127,46,0
127,47,0
127,48,0
127,49,0
127,50,0
127,51,0
127,52,0
127,53,0
127,54,0
127,55,0
127,56,0
127,57,0
127,58,0
127,59,0
127,60,0
127,61,0
127,62,0
127,63,0
127,64,0
127,65,0
127,66,0
127,67,0
127,68,0
127,69,0
127,70,0
127,71,0
127,72,0
127,73,0
127,74,0
127,75,0
127,76,0
127,77,0
127,78,0
127,79,0
127,80,0
127,81,0
127,82,0
127,83,0
127,84,0
127,85,0
127,86,0
127,87,0
127,88,0
127,89,0
127,90,0
127,91,0
127,92,0
127,93,0
127,94,0
127,95,0
127,96,0
127,97,0
127,98,0
127,99,0
127,100,0
127,101,0
127,102,0
127,103,0
127,104,0
127,105,0
127,106,0
127,107,0
127,108,0
127,109,0
127,110,0
127,111,0
127,112,0
127,113,0
127,114,0
127,115,0
127,116,0
127,117,0
127,118,0
127,119,0
127,120,0
127,121,0
127,122,0
127,123,0
127,124,0
127,125,0
127,126,0
127,127,0
127,128,0
127,129,0
127,130,0
128,0,0
128,1,0
128,2,0
128,3,0
128,4,0
128,5,0
128,6,0
128,7,0
128,8,0
128,9,0
128,10,0
128,11,0
128,12,0
128,13,0
128,14,0
128,15,0
128,16,0
128,17,0
128,18,0
128,19,0
128,20,0
128,21,0
128,22,0
128,23,0
128,24,0
128,25,0
128,26,0
128,27,0
128,28,0
128,29,0
128,30,0
128,31,0
128,32,0
128,33,0
128,34,0
128,35,0
128,36,0
128,37,0
128,38,0
128,39,0
128,40,0
128,41,0
128,42,0
128,43,0
128,44,0
128,45,0
128,46,0
128,47,0
128,48,0
128,49,0
128,50,0
128,51,0
128,52,0
128,53,0
128,54,0
128,55,0
128,56,0
128,57,0
128,58,0
128,59,0
128,60,0
128,61,0
128,62,0
128,63,0
128,64,0
128,65,0
128,66,0
128,67,0
128,68,0
128,69,0
128,70,0
128,71,0
128,72,0
128,73,0
128,74,0
128,75,0
128,76,0
128,77,0
128,78,0
128,79,0
128,80,0
128,81,0
128,82,0
128,83,0
128,84,0
128,85,0
128,86,0
128,87,0
128,88,0
128,89,0
128,90,0
128,91,0
128,92,0
128,93,0
128,94,0
128,95,0
128,96,0
128,97,0
128,98,0
128,99,0
128,100,0
128,101,0
128,102,0
128,103,0
128,104,0
128,105,0
128,106,0
128,107,0
128,108,0
128,109,0
128,110,0
128,111,0
128,112,0
128,113,0
128,114,0
128,115,0
128,116,0
128,117,0
128,118,0
128,119,0
128,120,0
128,121,0
128,122,0
128,123,0
128,124,0
128,125,0
128,126,0
128,127,0
128,128,0
128,129,0
128,130,0
129,0,0
129,1,0
129,2,0
129,3,0
129,4,0
129,5,0
129,6,0
129,7,0
129,8,0
129,9,0
129,10,0
129,11,0
129,12,0
129,13,0
129,14,0
129,15,0
129,16,0
129,17,0
129,18,0
129,19,0
129,20,0
129,21,0
129,22,0
129,23,0
129,24,0
129,25,0
129,26,0
129,27,0
129,28,0
129,29,0
129,30,0
129,31,0
129,32,0
129,33,0
129,34,0
129,35,0
129,36,0
129,37,0
129,38,0
129,39,0
129,40,0
129,41,0
129,42,0
129,43,0
129,44,0
129,45,0
129,46,0
129,47,0
129,48,0
129,49,0
129,50,0
129,51,0
129,52,0
129,53,0
129,54,0
129,55,0
129,56,0
129,57,0
129,58,0
129,59,0
129,60,0
129,61,0
129,62,0
129,63,0
129,64,0
129,65,0
129,66,0
129,67,0
129,68,0
129,69,0
129,70,0
129,71,0
129,72,0
129,73,0
129,74,0
129,75,0
129,76,0
129,77,0
129,78,0
129,79,0
129,80,0
129,81,0
129,82,0
129,83,0
129,84,0
129,85,0
129,86,0
129,87,0
129,88,0
129,89,0
129,90,0
129,91,0
129,92,0
129,93,0
129,94,0
129,95,0
129,96,0
129,97,0
129,98,0
129,99,0
129,100,0
129,101,0
129,102,0
129,103,0
129,104,0
129,105,0
129,106,0
129,107,0
129,108,0
129,109,0
129,110,0
129,111,0
129,112,0
129,113,0
129,114,0
129,115,0
129,116,0
129,117,0
129,118,0
129,119,0
129,120,0
129,121,0
129,122,0
129,123,0
129,124,0
129,125,0
129,126,0
129,127,0
129,128,0
129,129,0
129,130,0
130,0,0
130,1,0
130,2,0
130,3,0
130,4,0
130,5,0
130,6,0
130,7,0
130,8,0
130,9,0
130,10,0
130,11,0
130,12,0
130,13,0
130,14,0
130,15,0
130,16,0
130,17,0
130,18,0
130,19,0
130,20,0
130,21,0
130,22,0
130,23,0
130,24,0
130,25,0
130,26,0
130,27,0
130,28,0
130,29,0
130,30,0
130,31,0
130,32,0
130,33,0
130,34,0
130,35,0
130,36,0
130,37,0
130,38,0
130,39,0
130,40,0
130,41,0
130,42,0
130,43,0
130,44,0
130,45,0
130,46,0
130,47,0
130,48,0
130,49,0
130,50,0
130,51,0
130,52,0
130,53,0
130,54,0
130,55,0
130,56,0
130,57,0
130,58,0
130,59,0
130,60,0
130,61,0
130,62,0
130,63,0
130,64,0
130,65,0
130,66,0
130,67,0
130,68,0
130,69,0
130,70,0
130,71,0
130,72,0
130,73,0
130,74,0
130,75,0
130,76,0
130,77,0
130,78,0
130,79,0
130,80,0
130,81,0
130,82,0
130,83,0
130,84,0
130,85,0
130,86,0
130,87,0
130,88,0
130,89,0
130,90,0
130,91,0
130,92,0
130,93,0
130,94,0
130,95,0
130,96,0
130,97,0
130,98,0
130,99,0
130,100,0
130,101,0
130,102,0
130,103,0
130,104,0
130,105,0
130,106,0
130,107,0
130,108,0
130,109,0
130,110,0
130,111,0
130,112,0
130,113,0
130,114,0
130,115,0
130,116,0
130,117,0
130,118,0
130,119,0
130,120,0
130,121,0
130,122,0
130,123,0
130,124,0
130,125,0
130,126,0
130,127,0
130,128,0
130,129,0
130,130,0
131,0,0
131,1,0
131,2,0
131,3,0
131,4,0
131,5,0
131,6,0
131,7,0
131,8,0
131,9,0
131,10,0
131,11,0
131,12,0
131,13,0
131,14,0
131,15,0
131,16,0
131,17,0
131,18,0
131,19,0
131,20,0
131,21,0
131,22,0
131,23,0
131,24,0
131,25,0
131,26,0
131,27,0
131,28,0
131,29,0
131,30,0
131,31,0
131,32,0
131,33,0
131,34,0
131,35,0
131,36,0
131,37,0
131,38,0
131,39,0
131,40,0
131,41,0
131,42,0
131,43,0
131,44,0
131,45,0
131,46,0
131,47,0
131,48,0
131,49,0
131,50,0
131,51,0
131,52,0
131,53,0
131,54,0
131,55,0
131,56,0
131,57,0
131,58,0
131,59,0
131,60,0
131,61,0
131,62,0
131,63,0
131,64,0
131,65,0
131,66,0
131,67,0
131,68,0
131,69,0
131,70,0
131,71,0
131,72,0
131,73,0
131,74,0
131,75,0
131,76,0
131,77,0
131,78,0
131,79,0
131,80,0
131,81,0
131,82,0
131,83,0
131,84,0
131,85,0
131,86,0
131,87,0
131,88,0
131,89,0
131,90,0
131,91,0
131,92,0
131,93,0
131,94,0
131,95,0
131,96,0
131,97,0
131,98,0
131,99,0
131,100,0
131,101,0
131,102,0
131,103,0
131,104,0
131,105,0
131,106,0
131,107,0
131,108,0
131,109,0
131,110,0
131,111,0
131,112,0
131,113,0
131,114,0
131,115,0
131,116,0
131,117,0
131,118,0
131,119,0
131,120,0
131,121,0
131,122,0
131,123,0
131,124,0
131,125,0
131,126,0
131,127,0
131,128,0
131,129,0
131,130,0
132,0,0
132,1,0
132,2,0
132,3,0
132,4,0
132,5,0
132,6,0
132,7,0
132,8,0
132,9,0
132,10,0
132,11,0
132,12,0
132,13,0
132,14,0
132,15,0
132,16,0
132,17,0
132,18,0
132,19,0
132,20,0
132,21,0
132,22,0
132,23,0
132,24,0
132,25,0
132,26,0
132,27,0
132,28,0
132,29,0
132,30,0
132,31,0
132,32,0
132,33,0
132,34,0
132,35,0
132,36,0
132,37,0
132,38,0
132,39,0
132,40,0
132,41,0
132,42,0
132,43,0
132,44,0
132,45,0
132,46,0
132,47,0
132,48,0
132,49,0
132,50,0
132,51,0
132,52,0
132,53,0
132,54,0
132,55,0
132,56,0
132,57,0
132,58,0
132,59,0
132,60,0
132,61,0
132,62,0
132,63,0
132,64,0
132,65,0
132,66,0
132,67,0
132,68,0
132,69,0
132,70,0
132,71,0
132,72,0
132,73,0
132,74,0
132,75,0
132,76,0
132,77,0
132,78,0
132,79,0
132,80,0
132,81,0
132,82,0
132,83,0
132,84,0
132,85,0
132,86,0
132,87,0
132,88,0
132,89,0
132,90,0
132,91,0
132,92,0
132,93,0
132,94,0
132,95,0
132,96,0
132,97,0
132,98,0
132,99,0
132,100,0
132,101,0
132,102,0
132,103,0
132,104,0
132,105,0
132,106,0
132,107,0
132,108,0
132,109,0
132,110,0
132,111,0
132,112,0
132,113,0
132,114,0
132,115,0
132,116,0
132,117,0
132,118,0
132,119,0
132,120,0
132,121,0
132,122,0
132,123,0
132,124,0
132,125,0
132,126,0
132,127,0
132,128,0
132,129,0
132,130,0
133,0,0
133,1,0
133,2,0
133,3,0
133,4,0
133,5,0
133,6,0
133,7,0
133,8,0
133,9,0
133,10,0
133,11,0
133,12,0
133,13,0
133,14,0
133,15,0
133,16,0
133,17,0
133,18,0
133,19,0
133,20,0
133,21,0
133,22,0
133,23,0
133,24,0
133,25,0
133,26,0
133,27,0
133,28,0
133,29,0
133,30,0
133,31,0
133,32,0
133,33,0
133,34,0
133,35,0
133,36,0
133,37,0
133,38,0
133,39,0
133,40,0
133,41,0
133,42,0
133,43,0
133,44,0
133,45,0
133,46,0
133,47,0
133,48,0
133,49,0
133,50,0
133,51,0
133,52,0
133,53,0
133,54,0
133,55,0
133,56,0
133,57,0
133,58,0
133,59,0
133,60,0
133,61,0
133,62,0
133,63,0
133,64,0
133,65,0
133,66,0
133,67,0
133,68,0
133,69,0
133,70,0
133,71,0
133,72,0
133,73,0
133,74,0
133,75,0
133,76,0
133,77,0
133,78,0
133,79,0
133,80,0
133,81,0
133,82,0
133,83,0
133,84,0
133,85,0
133,86,0
133,87,0
133,88,0
133,89,0
133,90,0
133,91,0
133,92,0
133,93,0
133,94,0
133,95,0
133,96,0
133,97,0
133,98,0
133,99,0
133,100,0
133,101,0
133,102,0
133,103,0
133,104,0
133,105,0
133,106,0
133,107,0
133,108,0
133,109,0
133,110,0
133,111,0
133,112,0
133,113,0
133,114,0
133,115,0
133,116,0
133,117,0
133,118,0
133,119,0
133,120,0
133,121,0
133,122,0
133,123,0
133,124,0
133,125,0
133,126,0
133,127,0
133,128,0
133,129,0
133,130,0
134,0,0
134,1,0
134,2,0
134,3,0
134,4,0
134,5,0
134,6,0
134,7,0
134,8,0
134,9,0
134,10,0
134,11,0
134,12,0
134,13,0
134,14,0
134,15,0
134,16,0
134,17,0
134,18,0
134,19,0
134,20,0
134,21,0
134,22,0
134,23,0
134,24,0
134,25,0
134,26,0
134,27,0
134,28,0
134,29,0
134,30,0
134,31,0
134,32,0
134,33,0
134,34,0
134,35,0
134,36,0
134,37,0
134,38,0
134,39,0
134,40,0
134,41,0
134,42,0
134,43,0
134,44,0
134,45,0
134,46,0
134,47,0
134,48,0
134,49,0
134,50,0
134,51,0
134,52,0
134,53,0
134,54,0
134,55,0
134,56,0
134,57,0
134,58,0
134,59,0
134,60,0
134,61,0
134,62,0
134,63,0
134,64,0
134,65,0
134,66,0
134,67,0
134,68,0
134,69,0
134,70,0
134,71,0
134,72,0
134,73,0
134,74,0
134,75,0
134,76,0
134,77,0
134,78,0
134,79,0
134,80,0
134,81,0
134,82,0
134,83,0
134,84,0
134,85,0
134,86,0
134,87,0
134,88,0
134,89,0
134,90,0
134,91,0
134,92,0
134,93,0
134,94,0
134,95,0
134,96,0
134,97,0
134,98,0
134,99,0
134,100,0
134,101,0
134,102,0
134,103,0
134,104,0
134,105,0
134,106,0
134,107,0
134,108,0
134,109,0
134,110,0
134,111,0
134,112,0
134,113,0
134,114,0
134,115,0
134,116,0
134,117,0
134,118,0
134,119,0
134,120,0
134,121,0
134,122,0
134,123,0
134,124,0
134,125,0
134,126,0
134,127,0
134,128,0
134,129,0
134,130,0
135,0,0
135,1,0
135,2,0
135,3,0
135,4,0
135,5,0
135,6,0
135,7,0
135,8,0
135,9,0
135,10,0
135,11,0
135,12,0
135,13,0
135,14,0
135,15,0
135,16,0
135,17,0
135,18,0
135,19,0
135,20,0
135,21,0
135,22,0
135,23,0
135,24,0
135,25,0
135,26,0
135,27,0
135,28,0
135,29,0
135,30,0
135,31,0
135,32,0
135,33,0
135,34,0
135,35,0
135,36,0
135,37,0
135,38,0
135,39,0
135,40,0
135,41,0
135,42,0
135,43,0
135,44,0
135,45,0
135,46,0
135,47,0
135,48,0
135,49,0
135,50,0
135,51,0
135,52,0
135,53,0
135,54,0
135,55,0
135,56,0
135,57,0
135,58,0
135,59,0
135,60,0
135,61,0
135,62,0
135,63,0
135,64,0
135,65,0
135,66,0
135,67,0
135,68,0
135,69,0
135,70,0
135,71,0
135,72,0
135,73,0
135,74,0
135,75,0
135,76,0
135,77,0
135,78,0
135,79,0
135,80,0
135,81,0
135,82,0
135,83,0
135,84,0
135,85,0
135,86,0
135,87,0
135,88,0
135,89,0
135,90,0
135,91,0
135,92,0
135,93,0
135,94,0
135,95,0
135,96,0
135,97,0
135,98,0
135,99,0
135,100,0
135,101,0
135,102,0
135,103,0
135,104,0
135,105,0
135,106,0
135,107,0
135,108,0
135,109,0
135,110,0
135,111,0
135,112,0
135,113,0
135,114,0
135,115,0
135,116,0
135,117,0
135,118,0
135,119,0
135,120,0
135,121,0
135,122,0
135,123,0
135,124,0
135,125,0
135,126,0
135,127,0
135,128,0
135,129,0
135,130,0
136,0,0
136,1,0
136,2,0
136,3,0
136,4,0
136,5,0
136,6,0
136,7,0
136,8,0
136,9,0
136,10,0
136,11,0
136,12,0
136,13,0
136,14,0
136,15,0
136,16,0
136,17,0
136,18,0
136,19,0
136,20,0
136,21,0
136,22,0
136,23,0
136,24,0
136,25,0
136,26,0
136,27,0
136,28,0
136,29,0
136,30,0
136,31,0
136,32,0
136,33,0
136,34,0
136,35,0
136,36,0
136,37,0
136,38,0
136,39,0
136,40,0
136,41,0
136,42,0
136,43,0
136,44,0
136,45,0
136,46,0
136,47,0
136,48,0
136,49,0
136,50,0
136,51,0
136,52,0
136,53,0
136,54,0
136,55,0
136,56,0
136,57,0
136,58,0
136,59,0
136,60,0
136,61,0
136,62,0
136,63,0
136,64,0
136,65,0
136,66,0
136,67,0
136,68,0
136,69,0
136,70,0
136,71,0
136,72,0
136,73,0
136,74,0
136,75,0
136,76,0
136,77,0
136,78,0
136,79,0
136,80,0
136,81,0
136,82,0
136,83,0
136,84,0
136,85,0
136,86,0
136,87,0
136,88,0
136,89,0
136,90,0
136,91,0
136,92,0
136,93,0
136,94,0
136,95,0
136,96,0
136,97,0
136,98,0
136,99,0
136,100,0
136,101,0
136,102,0
136,103,0
136,104,0
136,105,0
136,106,0
136,107,0
136,108,0
136,109,0
136,110,0
136,111,0
136,112,0
136,113,0
136,114,0
136,115,0
136,116,0
136,117,0
136,118,0
136,119,0
136,120,0
136,121,0
136,122,0
136,123,0
136,124,0
136,125,0
136,126,0
136,127,0
136,128,0
136,129,0
136,130,0
137,0,0
137,1,0
137,2,0
137,3,0
137,4,0
137,5,0
137,6,0
137,7,0
137,8,0
137,9,0
137,10,0
137,11,0
137,12,0
137,13,0
137,14,0
137,15,0
137,16,0
137,17,0
137,18,0
137,19,0
137,20,0
137,21,0
137,22,0
137,23,0
137,24,0
137,25,0
137,26,0
137,27,0
137,28,0
137,29,0
137,30,0
137,31,0
137,32,0
137,33,0
137,34,0
137,35,0
137,36,0
137,37,0
137,38,0
137,39,0
137,40,0
137,41,0
137,42,0
137,43,0
137,44,0
137,45,0
137,46,0
137,47,0
137,48,0
137,49,0
137,50,0
137,51,0
137,52,0
137,53,0
137,54,0
137,55,0
137,56,0
137,57,0
137,58,0
137,59,0
137,60,0
137,61,0
137,62,0
137,63,0
137,64,0
137,65,0
137,66,0
137,67,0
137,68,0
137,69,0
137,70,0
137,71,0
137,72,0
137,73,0
137,74,0
137,75,0
137,76,0
137,77,0
137,78,0
137,79,0
137,80,0
137,81,0
137,82,0
137,83,0
137,84,0
137,85,0
137,86,0
137,87,0
137,88,0
137,89,0
137,90,0
137,91,0
137,92,0
137,93,0
137,94,0
137,95,0
137,96,0
137,97,0
137,98,0
137,99,0
137,100,0
137,101,0
137,102,0
137,103,0
137,104,0
137,105,0
137,106,0
137,107,0
137,108,0
137,109,0
137,110,0
137,111,0
137,112,0
137,113,0
137,114,0
137,115,0
137,116,0
137,117,0
137,118,0
137,119,0
137,120,0
137,121,0
137,122,0
137,123,0
137,124,0
137,125,0
137,126,0
137,127,0
137,128,0
137,129,0
137,130,0
138,0,0
138,1,0
138,2,0
138,3,0
138,4,0
138,5,0
138,6,0
138,7,0
138,8,0
138,9,0
138,10,0
138,11,0
138,12,0
138,13,0
138,14,0
138,15,0
138,16,0
138,17,0
138,18,0
138,19,0
138,20,0
138,21,0
138,22,0
138,23,0
138,24,0
138,25,0
138,26,0
138,27,0
138,28,0
138,29,0
138,30,0
138,31,0
138,32,0
138,33,0
138,34,0
138,35,0
138,36,0
138,37,0
138,38,0
138,39,0
138,40,0
138,41,0
138,42,0
138,43,0
138,44,0
138,45,0
138,46,0
138,47,0
138,48,0
138,49,0
138,50,0
138,51,0
138,52,0
138,53,0
138,54,0
138,55,0
138,56,0
138,57,0
138,58,0
138,59,0
138,60,0
138,61,0
138,62,0
138,63,0
138,64,0
138,65,0
138,66,0
138,67,0
138,68,0
138,69,0
138,70,0
138,71,0
138,72,0
138,73,0
138,74,0
138,75,0
138,76,0
138,77,0
138,78,0
138,79,0
138,80,0
138,81,0
138,82,0
138,83,0
138,84,0
138,85,0
138,86,0
138,87,0
138,88,0
138,89,0
138,90,0
138,91,0
138,92,0
138,93,0
138,94,0
138,95,0
138,96,0
138,97,0
138,98,0
138,99,0
138,100,0
138,101,0
138,102,0
138,103,0
138,104,0
138,105,0
138,106,0
138,107,0
138,108,0
138,109,0
138,110,0
138,111,0
138,112,0
138,113,0
138,114,0
138,115,0
138,116,0
138,117,0
138,118,0
138,119,0
138,120,0
138,121,0
138,122,0
138,123,0
138,124,0
138,125,0
138,126,0
138,127,0
138,128,0
138,129,0
138,130,0
139,0,0
139,1,0
139,2,0
139,3,0
139,4,0
139,5,0
139,6,0
139,7,0
139,8,0
139,9,0
139,10,0
139,11,0
139,12,0
139,13,0
139,14,0
139,15,0
139,16,0
139,17,0
139,18,0
139,19,0
139,20,0
139,21,0
139,22,0
139,23,0
139,24,0
139,25,0
139,26,0
139,27,0
139,28,0
139,29,0
139,30,0
139,31,0
139,32,0
139,33,0
139,34,0
139,35,0
139,36,0
139,37,0
139,38,0
139,39,0
139,40,0
139,41,0
139,42,0
139,43,0
139,44,0
139,45,0
139,46,0
139,47,0
139,48,0
139,49,0
139,50,0
139,51,0
139,52,0
139,53,0
139,54,0
139,55,0
139,56,0
139,57,0
139,58,0
139,59,0
139,60,0
139,61,0
139,62,0
139,63,0
139,64,0
139,65,0
139,66,0
139,67,0
139,68,0
139,69,0
139,70,0
139,71,0
139,72,0
139,73,0
139,74,0
139,75,0
139,76,0
139,77,0
139,78,0
139,79,0
139,80,0
139,81,0
139,82,0
139,83,0
139,84,0
139,85,0
139,86,0
139,87,0
139,88,0
139,89,0
139,90,0
139,91,0
139,92,0
139,93,0
139,94,0
139,95,0
139,96,0
139,97,0
139,98,0
139,99,0
139,100,0
139,101,0
139,102,0
139,103,0
139,104,0
139,105,0
139,106,0
139,107,0
139,108,0
139,109,0
139,110,0
139,111,0
139,112,0
139,113,0
139,114,0
139,115,0
139,116,0
139,117,0
139,118,0
139,119,0
139,120,0
139,121,0
139,122,0
139,123,0
139,124,0
139,125,0
139,126,0
139,127,0
139,128,0
139,129,0
139,130,0
140,0,0
140,1,0
140,2,0
140,3,0
140,4,0
140,5,0
140,6,0
140,7,0
140,8,0
140,9,0
140,10,0
140,11,0
140,12,0
140,13,0
140,14,0
140,15,0
140,16,0
140,17,0
140,18,0
140,19,0
140,20,0
140,21,0
140,22,0
140,23,0
140,24,0
140,25,0
140,26,0
140,27,0
140,28,0
140,29,0
140,30,0
140,31,0
140,32,0
140,33,0
140,34,0
140,35,0
140,36,0
140,37,0
140,38,0
140,39,0
140,40,0
140,41,0
140,42,0
140,43,0
140,44,0
140,45,0
140,46,0
140,47,0
140,48,0
140,49,0
140,50,0
140,51,0
140,52,0
140,53,0
140,54,0
140,55,0
140,56,0
140,57,0
140,58,0
140,59,0
140,60,0
140,61,0
140,62,0
140,63,0
140,64,0
140,65,0
140,66,0
140,67,0
140,68,0
140,69,0
140,70,0
140,71,0
140,72,0
140,73,0
140,74,0
140,75,0
140,76,0
140,77,0
140,78,0
140,79,0
140,80,0
140,81,0
140,82,0
140,83,0
140,84,0
140,85,0
140,86,0
140,87,0
140,88,0
140,89,0
140,90,0
140,91,0
140,92,0
140,93,0
140,94,0
140,95,0
140,96,0
140,97,0
140,98,0
140,99,0
140,100,0
140,101,0
140,102,0
140,103,0
140,104,0
140,105,0
140,106,0
140,107,0
140,108,0
140,109,0
140,110,0
140,111,0
140,112,0
140,113,0
140,114,0
140,115,0
140,116,0
140,117,0
140,118,0
140,119,0
140,120,0
140,121,0
140,122,0
140,123,0
140,124,0
140,125,0
140,126,0
140,127,0
140,128,0
140,129,0
140,130,0
0,0,35
0,1,35
0,2,35
0,3,35
0,4,35
0,5,35
0,6,35
0,7,35
0,8,35
0,9,35
0,10,35
0,11,35
0,12,35
0,13,35
0,14,35
0,15,35
0,16,35
0,17,35
0,18,35
0,19,35
0,20,35
0,21,35
0,22,35
0,23,35
0,24,35
0,25,35
0,26,35
0,27,35
0,28,35
0,29,35
0,30,35
0,31,35
0,32,35
0,33,35
0,34,35
0,35,35
0,36,35
0,37,35
0,38,35
0,39,35
0,40,35
0,41,35
0,42,35
0,43,35
0,44,35
0,45,35
0,46,35
0,47,35
0,48,35
0,49,35
0,50,35
0,51,35
0,52,35
0,53,35
0,54,35
0,55,35
0,56,35
0,57,35
0,58,35
0,59,35
0,60,35
0,61,35
0,62,35
0,63,35
0,64,35
0,65,35
0,66,35
0,67,35
0,68,35
0,69,35
0,70,35
0,71,35
0,72,35
0,73,35
0,74,35
0,75,35
0,76,35
0,77,35
0,78,35
0,79,35
0,80,35
0,81,35
0,82,35
0,83,35
0,84,35
0,85,35
0,86,35
0,87,35
0,88,35
0,89,35
0,90,35
0,91,35
0,92,35
0,93,35
0,94,35
0,95,35
0,96,35
0,97,35
0,98,35
0,99,35
0,100,35
0,101,35
0,102,35
0,103,35
0,104,35
0,105,35
0,106,35
0,107,35
0,108,35
0,109,35
0,110,35
0,111,35
0,112,35
0,113,35
0,114,35
0,115,35
0,116,35
0,117,35
0,118,35
0,119,35
0,120,35
0,121,35
0,122,35
0,123,35
0,124,35
0,125,35
0,126,35
0,127,35
0,128,35
0,129,35
0,130,35
1,0,35
1,1,35
1,2,35
1,3,35
1,4,35
1,5,35
1,6,35
1,7,35
1,8,35
1,9,35
1,10,35
1,11,35
1,12,35
1,13,35
1,14,35
1,15,35
1,16,35
1,17,35
1,18,35
1,19,35
1,20,35
1,21,35
1,22,35
1,23,35
1,24,35
1,25,35
1,26,35
1,27,35
1,28,35
1,29,35
1,30,35
1,31,35
1,32,35
1,33,35
1,34,35
1,35,35
1,36,35
1,37,35
1,38,35
1,39,35
1,40,35
1,41,35
1,42,35
1,43,35
1,44,35
1,45,35
1,46,35
1,47,35
1,48,35
1,49,35
1,50,35
1,51,35
1,52,35
1,53,35
1,54,35
1,55,35
1,56,35
1,57,35
1,58,35
1,59,35
1,60,35
1,61,35
1,62,35
1,63,35
1,64,35
1,65,35
1,66,35
1,67,35
1,68,35
1,69,35
1,70,35
1,71,35
1,72,35
1,73,35
1,74,35
1,75,35
1,76,35
1,77,35
1,78,35
1,79,35
1,80,35
1,81,35
1,82,35
1,83,35
1,84,35
1,85,35
1,86,35
1,87,35
1,88,35
1,89,35
1,90,35
1,91,35
1,92,35
1,93,35
1,94,35
1,95,35
1,96,35
1,97,35
1,98,35
1,99,35
1,100,35
1,101,35
1,102,35
1,103,35
1,104,35
1,105,35
1,106,35
1,107,35
1,108,35
1,109,35
1,110,35
1,111,35
1,112,35
1,113,35
1,114,35
1,115,35
1,116,35
1,117,35
1,118,35
1,119,35
1,120,35
1,121,35
1,122,35
1,123,35
1,124,35
1,125,35
1,126,35
1,127,35
1,128,35
1,129,35
1,130,35
2,0,35
2,1,35
2,2,35
2,3,35
2,4,35
2,5,35
2,6,35
2,7,35
2,8,35
2,9,35
2,10,35
2,11,35
2,12,35
2,13,35
2,14,35
2,15,35
2,16,35
2,17,35
2,18,35
2,19,35
2,20,35
2,21,35
2,22,35
2,23,35
2,24,35
2,25,35
2,26,35
2,27,35
2,28,35
2,29,35
2,30,35
2,31,35
2,32,35
2,33,35
2,34,35
2,35,35
2,36,35
2,37,35
2,38,35
2,39,35
2,40,35
2,41,35
2,42,35
2,43,35
2,44,35
2,45,35
2,46,35
2,47,35
2,48,35
2,49,35
2,50,35
2,51,35
2,52,35
2,53,35
2,54,35
2,55,35
2,56,35
2,57,35
2,58,35
2,59,35
2,60,35
2,61,35
2,62,35
2,63,35
2,64,35
2,65,35
2,66,35
2,67,35
2,68,35
2,69,35
2,70,35
2,71,35
2,72,35
2,73,35
2,74,35
2,75,35
2,76,35
2,77,35
2,78,35
2,79,35
2,80,35
2,81,35
2,82,35
2,83,35
2,84,35
2,85,35
2,86,35
2,87,35
2,88,35
2,89,35
2,90,35
2,91,35
2,92,35
2,93,35
2,94,35
2,95,35
2,96,35
2,97,35
2,98,35
2,99,35
2,100,35
2,101,35
2,102,35
2,103,35
2,104,35
2,105,35
2,106,35
2,107,35
2,108,35
2,109,35
2,110,35
2,111,35
2,112,35
2,113,35
2,114,35
2,115,35
2,116,35
2,117,35
2,118,35
2,119,35
2,120,35
2,121,35
2,122,35
2,123,35
2,124,35
2,125,35
2,126,35
2,127,35
2,128,35
2,129,35
2,130,35
3,0,35
3,1,35
3,2,35
3,3,35
3,4,35
3,5,35
3,6,35
3,7,35
3,8,35
3,9,35
3,10,35
3,11,35
3,12,35
3,13,35
3,14,35
3,15,35
3,16,35
3,17,35
3,18,35
3,19,35
3,20,35
3,21,35
3,22,35
3,23,35
3,24,35
3,25,35
3,26,35
3,27,35
3,28,35
3,29,35
3,30,35
3,31,35
3,32,35
3,33,35
3,34,35
3,35,35
3,36,35
3,37,35
3,38,35
3,39,35
3,40,35
3,41,35
3,42,35
3,43,35
3,44,35
3,45,35
3,46,35
3,47,35
3,48,35
3,49,35
3,50,35
3,51,35
3,52,35
3,53,35
3,54,35
3,55,35
3,56,35
3,57,35
3,58,35
3,59,35
3,60,35
3,61,35
3,62,35
3,63,35
3,64,35
3,65,35
3,66,35
3,67,35
3,68,35
3,69,35
3,70,35
3,71,35
3,72,35
3,73,35
3,74,35
3,75,35
3,76,35
3,77,35
3,78,35
3,79,35
3,80,35
3,81,35
3,82,35
3,83,35
3,84,35
3,85,35
3,86,35
3,87,35
3,88,35
3,89,35
3,90,35
3,91,35
3,92,35
3,93,35
3,94,35
3,95,35
3,96,35
3,97,35
3,98,35
3,99,35
3,100,35
3,101,35
3,102,35
3,103,35
3,104,35
3,105,35
3,106,35
3,107,35
3,108,35
3,109,35
3,110,35
3,111,35
3,112,35
3,113,35
3,114,35
3,115,35
3,116,35
3,117,35
3,118,35
3,119,35
3,120,35
3,121,35
3,122,35
3,123,35
3,124,35
3,125,35
3,126,35
3,127,35
3,128,35
3,129,35
3,130,35
4,0,35
4,1,35
4,2,35
4,3,35
4,4,35
4,5,35
4,6,35
4,7,35
4,8,35
4,9,35
4,10,35
